"","i","V1","V2","V3","V4","V5","Coefficient_1","Coefficient_2","Coefficient_3","Coefficient_4","Coefficient_5","p-value_1","p-value_2","p-value_3","p-value_4","p-value_5","Residual standard error","Adjusted R-squared","AIC","ME_Train","RMSE_Train","MAE_Train","MPE_Train","MAPE_Train","MASE_Train","ME_Test","RMSE_Test","MAE_Test","MPE_Test","MAPE_Test","VIF_1","VIF_2","VIF_3","VIF_4","DW","BG","BP","Box","Shapiro","Cointegration","Pass.DW","Pass.BG","Pass.BP","Pass.Box","Pass.Shapiro","Pass.Cointegration","V2_basename","V3_basename","V4_basename","V5_basename","duplicates"
"BP949",950,"(Intercept)","GDP.Constant.ln.diff_3","PHP.USD.rate.ln.diff_3","RPI.Goods.ln.diff_3","CCI.asinh.diff_3",0.0584540456532196,-0.286145042724137,-2.29604246416222,-8.57410830825071,-0.023467092886931,0.00000769207355949365,0.0212949086331452,0.00000000503149946512947,0.000632207065717276,0.0000684806124008785,0.0822718398619371,0.456728889818846,-200.26218309467,0.000000000000000000564970975818618,0.0801006959186379,0.0560204551619841,-Inf,Inf,0.813562566577311,-0.0750957195535982,0.0950765969920992,0.0799991376307114,169.178292628218,176.081708326322,1.0680771006271,1.08313342412111,1.09417827761632,1.0723821691572,0.000000000385938852963834,0.00000000151636498632033,0.446963713249326,0.0000000586803193813878,0.000000250370806022591,0.0374586707542477,"Not","Not","Pass","Not","Not","Pass","GDP.Constant.ln.diff_3","PHP.USD.rate.ln.diff_3","RPI.Goods.ln.diff_3","CCI.asinh.diff_3",0
"BP1754",1755,"(Intercept)","PHP.USD.rate.ln.diff_3","Household.Consumption.ln.diff_3","RPI.Goods.ln.diff_3","CCI.asinh.diff_3",0.0589343480998512,-2.21545319188379,-0.18199928240262,-9.19802715371035,-0.0244385256282157,0.00000887021975178906,0.0000000150462753537382,0.0778669254940355,0.000285267784013959,0.0000392912844166093,0.0832749386940918,0.443400470404392,-197.935380549065,0.000000000000000000194676405710613,0.0810773230934476,0.0570660223690694,-Inf,Inf,0.828746919115428,-0.0747588146224571,0.0919289452223551,0.0783737168519346,155.978918656117,161.24025353329,1.06287123624319,1.033687465862,1.08121310610288,1.05809779554192,0.000000000598093894184454,0.000000000998095714946242,0.449155526176536,0.0000000918419446049867,0.000000169874612848788,0.0472362996094979,"Not","Not","Pass","Not","Not","Pass","PHP.USD.rate.ln.diff_3","Household.Consumption.ln.diff_3","RPI.Goods.ln.diff_3","CCI.asinh.diff_3",0
"BP1783",1784,"(Intercept)","PHP.USD.rate.ln.diff_3","GDP.Constant.ln.diff_3.lag1","GDP.Current.ln.diff_3.lag5","Inf.Housing.asinh.diff_3.lag7",0.0387831316098769,-2.61208479036819,-0.457768675601549,-0.482103061774918,-1.62747958888577,0.0000771393936333804,0.0000000000510795231092516,0.000686873575688756,0.0000252160472628891,0.00865833351206605,0.0833142539625408,0.442874789428322,-197.844756042613,-0.0000000000000000000361400724161835,0.0811156008366982,0.0594546832945771,Inf,Inf,0.863436482197696,-0.0889831788522546,0.127290540988463,0.101763009622671,226.275665902709,245.763948373576,1.02724133293725,1.16194658058334,1.21007033829608,1.02904839211837,0.0000000245792690007478,0.000000000950868399155253,0.0777635398833879,0.000000710590008834444,0.001203588774152,0.0374528791707978,"Not","Not","Pass","Not","Not","Pass","PHP.USD.rate.ln.diff_3","GDP.Constant.ln.diff_3","GDP.Current.ln.diff_3","Inf.Housing.asinh.diff_3",0
"BP2015",2016,"(Intercept)","PHP.USD.rate.ln.diff_3","Gross.Capital.Formation.ln.diff_3.lag5","Household.Consumption.ln.diff_3.lag1","Inf.Housing.asinh.diff_3.lag7",0.031833899265871,-2.35961594307011,-0.267926279291292,-0.258459472692412,-1.42194947476374,0.000727792442753123,0.00000000125153557943403,0.0000216509950907862,0.0137934567334445,0.0227068386025117,0.0835722212885871,0.439419375847068,-197.251181686453,0.000000000000000000790493498025076,0.0813667604360855,0.058704917024809,Inf,Inf,0.852547927847292,-0.0914829949841382,0.125382457652451,0.104785405201459,237.278569545572,256.59771488635,1.01093530976282,1.07588454140516,1.03518383734444,1.04645635797512,0.00000000172640373494231,0.000000000573113474351834,0.0607337506803369,0.000000108554406463846,0.000805392017106429,0.0401518363171189,"Not","Not","Pass","Not","Not","Pass","PHP.USD.rate.ln.diff_3","Gross.Capital.Formation.ln.diff_3","Household.Consumption.ln.diff_3","Inf.Housing.asinh.diff_3",0
"BP2293",2294,"(Intercept)","PHP.USD.rate.ln.diff_3","Government.Expenditure.ln.diff_3","Unemployment.ln.diff_3.lag4","Inf.Housing.asinh.diff_3.lag7",0.028091753444628,-2.12751367717786,-0.161040565425585,0.178129537898941,-2.47770349042701,0.00291811672942494,0.00000011332144296992,0.0092465658942475,0.0000606505421510821,0.000117856398735257,0.0838383596217898,0.435843318063744,-196.640723222675,-0.0000000000000000105021497547693,0.0816258754107346,0.063081968607468,Inf,Inf,0.916114089695364,-0.0938703470648441,0.123296042455302,0.0956043230442755,228.401087015112,231.572584007769,1.12703672086859,1.0504132455204,1.16136071064756,1.04702542075126,0.000000000186231254542984,0.00000000353569915801098,0.0791602138418365,0.0000000279363269184429,0.0141803858314198,0.0435560965482956,"Not","Not","Pass","Not","Not","Pass","PHP.USD.rate.ln.diff_3","Government.Expenditure.ln.diff_3","Unemployment.ln.diff_3","Inf.Housing.asinh.diff_3",0
"BP2759",2760,"(Intercept)","GDP.Current.ln.diff_3","PHP.USD.rate.ln.diff_3","Unemployment.ln.diff_3.lag4","Inf.Housing.asinh.diff_3.lag7",0.0281651259732369,-0.24898959299789,-2.12672641615752,0.144134307964362,-2.23669315864082,0.00307653629878316,0.0150966740388421,0.000000132962995592608,0.00117849805262732,0.000499518894108128,0.0842420080373324,0.43039785980825,-195.718537653312,0.00000000000000000138165190912964,0.0820188715932155,0.0559217413300744,-Inf,Inf,0.812128985250402,-0.090342514201025,0.114012282510744,0.0927836409975128,240.796495977157,243.882257850872,1.05044962957679,1.12986246957546,1.18763499437019,1.04999331928835,0.0000000000604208384817997,0.000000000533273845618597,0.273387076113283,0.00000000835635249885058,0.00000262462541987711,0.0343437813611325,"Not","Not","Pass","Not","Not","Pass","GDP.Current.ln.diff_3","PHP.USD.rate.ln.diff_3","Unemployment.ln.diff_3","Inf.Housing.asinh.diff_3",0
"BP2804",2805,"(Intercept)","GDP.Constant.ln.diff_3","PHP.USD.rate.ln.diff_3","Unemployment.ln.diff_3.lag4","Inf.Housing.asinh.diff_3.lag7",0.0279318852191758,-0.308221821849264,-2.1776491129332,0.142957472415783,-2.238031056364,0.00327187500694012,0.0156802007459945,0.0000000950168653917565,0.00132444573399934,0.000497918836294874,0.0842730852703346,0.429977525014479,-195.647721102854,0.00000000000000000251639371413465,0.0820491287017825,0.0568906098246887,-Inf,Inf,0.82619947319762,-0.0910727134043404,0.115965935676788,0.0934683087876113,244.605582110547,247.607743308768,1.06947636357942,1.15234890191883,1.19332477993368,1.04992078341212,0.000000000112067996633218,0.000000000790275480398581,0.309599173366628,0.0000000124582083538272,0.00000529967500281468,0.0333571894040675,"Not","Not","Pass","Not","Not","Pass","GDP.Constant.ln.diff_3","PHP.USD.rate.ln.diff_3","Unemployment.ln.diff_3","Inf.Housing.asinh.diff_3",0
"BP3140",3141,"(Intercept)","CPI.All.Item.ln.diff","GDP.Constant.ln.diff_3.lag2","Gross.Capital.Formation.ln.diff_3.lag5","CCI.asinh.diff_3.lag1",0.0544568109295563,-12.8857510042896,-0.44388351450353,-0.430832123154349,-0.022358840268543,0.00000977220745182526,0.00000277078564556336,0.00196837467192109,0.00000000237678818936461,0.000223720709246667,0.0845519487933513,0.426198822110149,-195.013433120495,-0.000000000000000000568381165757304,0.0823206330500193,0.0606338188419182,-Inf,Inf,0.880560594086176,-0.0682011649640371,0.0983755963878558,0.0859770715801491,154.883014596988,181.774270951505,1.05666867072773,1.27843153643731,1.24238637469149,1.08743350321772,0.000000000071074980850344,0.0000000366833588162669,0.189919936733145,0.00000000760455687309758,0.0117576878334924,0.0487098837851241,"Not","Not","Pass","Not","Not","Pass","CPI.All.Item.ln.diff","GDP.Constant.ln.diff_3","Gross.Capital.Formation.ln.diff_3","CCI.asinh.diff_3",0
"BP3427",3428,"(Intercept)","PHP.USD.rate.ln.diff_3","Government.Expenditure.ln.diff_3.lag6","Unemployment.ln.diff_3.lag4","Inf.Housing.asinh.diff_3.lag7",0.0267470087894952,-2.11841776758996,-0.135206153692921,0.144962787186442,-2.4296878951147,0.00472831426709095,0.000000173761546101481,0.0284857985466741,0.00121272916765452,0.000178328178719634,0.0847586491367293,0.423389901056855,-194.544632157879,-0.0000000000000000017580168820263,0.0825218785962351,0.0573361948461924,-Inf,Inf,0.832670525470842,-0.0946375316019944,0.118323649991745,0.0965372284525074,236.568257642131,238.952818272219,1.13181129845723,1.05820745714711,1.19307768228816,1.04439887767141,0.0000000000238745971831446,0.000000000288489625176142,0.357931092917486,0.00000000540014855054949,0.0000157584526079422,0.0472371952063755,"Not","Not","Pass","Not","Not","Pass","PHP.USD.rate.ln.diff_3","Government.Expenditure.ln.diff_3","Unemployment.ln.diff_3","Inf.Housing.asinh.diff_3",0
"BP3764",3765,"(Intercept)","PHP.USD.rate.ln.diff_3","GDP.Current.ln.diff_3.lag5","Household.Consumption.ln.diff_3.lag1","Inf.Housing.asinh.diff_3.lag7",0.0369150625350283,-2.67958066683767,-0.440105001669001,-0.314175022098777,-1.58660704207865,0.000193218465137976,0.0000000000473249140218636,0.000103873322217616,0.00469918266676872,0.0119502643070315,0.0849561455971925,0.420699647517298,-194.097772618202,0.0000000000000000021443344920532,0.0827141631488976,0.0599320658792912,Inf,Inf,0.870369317708159,-0.0898846837377969,0.129846743185918,0.103368465658572,221.026543654725,241.494458581943,1.0351252723624,1.16012063776523,1.11116199237902,1.02927830321426,0.00000000191498913516254,0.000000000766432588891571,0.0585763332815049,0.00000012759683143404,0.000699927011512747,0.0410741655368245,"Not","Not","Pass","Not","Not","Pass","PHP.USD.rate.ln.diff_3","GDP.Current.ln.diff_3","Household.Consumption.ln.diff_3","Inf.Housing.asinh.diff_3",0
"BP3984",3985,"(Intercept)","PHP.USD.rate.ln.diff_3","GDP.Current.ln.diff_3.lag1","Household.Consumption.ln.diff_3.lag5","Inf.Housing.asinh.diff_3.lag7",0.0370831317912448,-2.5685245815381,-0.410388736818375,-0.467521687056402,-1.67320356000486,0.00019007003336709,0.000000000179615960442017,0.000523002577819215,0.000185276813433916,0.00797927849074786,0.0850730218688913,0.41910463546383,-193.833814992167,-0.00000000000000000130104260698261,0.0828279550698654,0.0605393709192556,Inf,Inf,0.879188964845623,-0.0906030054772353,0.124812649338096,0.0968364265055662,221.120028548262,230.636930388736,1.02506940095274,1.29589142957047,1.33644858698907,1.02068029212395,0.00000000300623465561546,0.000000000662798109821154,0.0827107257649677,0.00000017925101913896,0.000898979044295637,0.0499948330214642,"Not","Not","Pass","Not","Not","Pass","PHP.USD.rate.ln.diff_3","GDP.Current.ln.diff_3","Household.Consumption.ln.diff_3","Inf.Housing.asinh.diff_3",0
"BP4203",4204,"(Intercept)","CPI.All.Item.ln.diff","CCI.asinh.diff_3","GDP.Constant.ln.diff_3.lag2","Gross.Capital.Formation.ln.diff_3.lag5",0.0532721724292478,-12.2432558017254,-0.0207416165692711,-0.502455533513277,-0.435837015856304,0.0000161124337167628,0.00000737570630405792,0.000459279477285731,0.000442068612020689,0.00000000207851026242968,0.0851831718189928,0.41759941048631,-193.58538005524,-0.00000000000000000479733873871221,0.0829351981760526,0.0594105886224606,-Inf,Inf,0.862796112987633,-0.0680180278570402,0.0970678411363695,0.0837672797662839,156.470285630165,180.535468241183,1.03868698198791,1.02994263360006,1.23286046576934,1.24162091992984,0.000000000401166136208286,0.0000000149883676801431,0.219074498537363,0.0000000251302519904684,0.00304402795367845,0.0464048605232319,"Not","Not","Pass","Not","Not","Pass","CPI.All.Item.ln.diff","CCI.asinh.diff_3","GDP.Constant.ln.diff_3","Gross.Capital.Formation.ln.diff_3",0
"BP4281",4282,"(Intercept)","PHP.USD.rate.ln.diff_3","Unemployment.ln.diff_3.lag4","Inf.Housing.asinh.diff_3.lag7","CCI.asinh.diff_3.lag5",0.0222098309600826,-1.83075022972117,0.138632676510811,-2.45281298360728,-0.0122983128503002,0.0172712507725046,0.0000059126282784421,0.00255544737423216,0.000171893948079283,0.050959487159431,0.0852229326514734,0.417055590945437,-193.495781387416,0.00000000000000000166583146293346,0.0829739097249537,0.0618264227742244,Inf,Inf,0.897880301919176,-0.0929733677556931,0.114319938734895,0.0932547593622438,227.954212274848,228.288454010303,1.15716063175923,1.25142366259588,1.04724361116782,1.22183784749618,0.0000000000288516274196125,0.000000000196827779244678,0.0631999715203157,0.00000000869541949555241,0.00141880153715525,0.0451396179032568,"Not","Not","Pass","Not","Not","Pass","PHP.USD.rate.ln.diff_3","Unemployment.ln.diff_3","Inf.Housing.asinh.diff_3","CCI.asinh.diff_3",0
"BP4903",4904,"(Intercept)","PHP.USD.rate.ln.diff_3","GDP.Constant.ln.diff_3.lag3","Unemployment.ln.diff_3.lag4","Inf.Housing.asinh.diff_3.lag7",0.0215881783726371,-2.08863086901042,0.246421894039672,0.19374198600003,-2.47038620400177,0.0214141347240487,0.000000295271928052333,0.0766526517755093,0.0000573730300140508,0.000168073454530216,0.0855413871931137,0.412690846999133,-192.779667588802,0.00000000000000000430913894699838,0.083283960289602,0.0597688180698308,Inf,Inf,0.867998535348953,-0.0919262570224787,0.118572683190217,0.0922219884763412,241.169929144507,241.521203994455,1.12895503870237,1.21982825002686,1.31033962379373,1.05100783087786,0.00000000040984159578664,0.00000000172725487028073,0.261047292848557,0.0000000317485316925215,0.0000271628452970255,0.0492027119793899,"Not","Not","Pass","Not","Not","Pass","PHP.USD.rate.ln.diff_3","GDP.Constant.ln.diff_3","Unemployment.ln.diff_3","Inf.Housing.asinh.diff_3",0
"BP4995",4996,"(Intercept)","PHP.USD.rate.ln.diff_3","CCI.asinh.diff_3","Government.Expenditure.ln.diff_3.lag6","Inf.Housing.asinh.diff_3.lag7",0.0292193786471632,-2.58205501082742,-0.017922912051887,-0.161687054470357,-1.52229888425423,0.00224716821705806,0.000000000167154716708766,0.00318496325085196,0.00866629782773992,0.0202505855001253,0.0855926528855341,0.411986677155348,-192.664634796558,0.00000000000000000192332947889876,0.083333873086575,0.0571001563230232,-Inf,Inf,0.829242632816893,-0.0947557419030217,0.12248515322811,0.100812122442606,235.261744447163,243.921213900606,1.01898574739295,1.09665380333785,1.02144085818467,1.09989938325477,0.000000000000888938524300312,0.000000000216086645513094,0.486669085101701,0.00000000118317855513084,0.00000113825347538041,0.0362849564358032,"Not","Not","Pass","Not","Not","Pass","PHP.USD.rate.ln.diff_3","CCI.asinh.diff_3","Government.Expenditure.ln.diff_3","Inf.Housing.asinh.diff_3",0
